日付,天気,売り上げ
2020-05-03,晴れ,212161
2020-05-04,晴れ,192663
2020-05-05,晴れ,192378
2020-05-06,晴れ,188630
2020-05-07,くもり,164904
2020-05-08,晴れ,208069
2020-05-09,くもり,182654
2020-05-10,雨,169996
2020-05-11,晴れ,186892
2020-05-12,晴れ,181407
2020-05-13,晴れ,174228
2020-05-14,晴れ,200416
2020-05-15,晴れ,202696
2020-05-16,晴れ,236270
2020-05-17,くもり,198056
2020-05-18,くもり,179436
2020-05-19,雨,145893
2020-05-20,くもり,162965
2020-05-21,くもり,163106
2020-05-22,雨,153441
2020-05-23,くもり,196084
2020-05-24,くもり,183196
2020-05-25,くもり,172165
2020-05-26,晴れ,176152
2020-05-27,くもり,171164
2020-05-28,雨,146178
2020-05-29,くもり,182755
2020-05-30,くもり,198790
2020-05-31,晴れ,214131
2020-06-01,晴れ,203594
2020-06-02,雨,145550
2020-06-03,雨,147644
2020-06-04,晴れ,193304
2020-06-05,晴れ,223651
2020-06-06,晴れ,213817
2020-06-07,くもり,191766
2020-06-08,くもり,154127
2020-06-09,晴れ,176057
2020-06-10,くもり,162844
2020-06-11,雨,148525
2020-06-12,くもり,185603
2020-06-13,くもり,188314
2020-06-14,くもり,192417
2020-06-15,雨,150592
2020-06-16,くもり,163000
2020-06-17,くもり,159011
2020-06-18,くもり,184950
2020-06-19,雨,158340
2020-06-20,晴れ,212366
2020-06-21,くもり,180690
2020-06-22,雨,146218
2020-06-23,くもり,171228
2020-06-24,雨,125694
2020-06-25,雨,143557
2020-06-26,雨,162137
2020-06-27,くもり,202963
2020-06-28,くもり,188004
2020-06-29,くもり,182836
2020-06-30,くもり,167605
2020-07-01,晴れ,200786
2020-07-02,晴れ,204348
2020-07-03,くもり,199419
2020-07-04,雨,178942
2020-07-05,雨,169899
2020-07-06,くもり,176204
2020-07-07,晴れ,197476
2020-07-08,晴れ,197686
2020-07-09,晴れ,214868
2020-07-10,晴れ,225960
2020-07-11,晴れ,232123
2020-07-12,晴れ,224247
2020-07-13,晴れ,214020
2020-07-14,くもり,165354
2020-07-15,くもり,163977
2020-07-16,くもり,174161
2020-07-17,晴れ,227429
2020-07-18,晴れ,231418
2020-07-19,晴れ,211844
2020-07-20,晴れ,187335
2020-07-21,晴れ,197895
2020-07-22,晴れ,206894
2020-07-23,晴れ,208955
2020-07-24,晴れ,221296
2020-07-25,晴れ,253703
2020-07-26,晴れ,225155
2020-07-27,晴れ,202644
2020-07-28,晴れ,182542
2020-07-29,晴れ,204511
2020-07-30,雨,147626
2020-07-31,晴れ,235332
2020-08-01,晴れ,237207
2020-08-02,晴れ,227697
2020-08-03,晴れ,212400
2020-08-04,晴れ,180777
2020-08-05,くもり,180384
2020-08-06,くもり,183542
2020-08-07,晴れ,232098
2020-08-08,晴れ,223569
2020-08-09,晴れ,219508
2020-08-10,晴れ,218987
2020-08-11,晴れ,192835
2020-08-12,晴れ,204044
2020-08-13,晴れ,191019
2020-08-14,晴れ,217220
2020-08-15,晴れ,241281
2020-08-16,晴れ,239650
2020-08-17,晴れ,212268
2020-08-18,晴れ,183903
2020-08-19,雨,150063
2020-08-20,雨,153342
2020-08-21,くもり,198538
2020-08-22,くもり,211859
2020-08-23,晴れ,226245
2020-08-24,雨,157303
2020-08-25,晴れ,194543
2020-08-26,晴れ,200673
2020-08-27,晴れ,203553
2020-08-28,くもり,194241
2020-08-29,晴れ,248647
2020-08-30,くもり,191200
2020-08-31,くもり,182665
2020-09-01,くもり,156920
2020-09-02,雨,137461
2020-09-03,くもり,160699
2020-09-04,晴れ,201372
2020-09-05,くもり,180256
2020-09-06,雨,155578
2020-09-07,晴れ,196835
2020-09-08,くもり,166076
2020-09-09,晴れ,157286
2020-09-10,雨,146690
2020-09-11,くもり,183069
2020-09-12,雨,164484
2020-09-13,くもり,190214
2020-09-14,くもり,168429
2020-09-15,くもり,147169
2020-09-16,くもり,155683
2020-09-17,くもり,159910
2020-09-18,雨,149261
2020-09-19,くもり,182705
2020-09-20,雨,156444
2020-09-21,くもり,169870
2020-09-22,雨,133366
2020-09-23,くもり,159688
2020-09-24,雨,145498
2020-09-25,くもり,184500
2020-09-26,くもり,182203
2020-09-27,くもり,179479
2020-09-28,雨,135167
2020-09-29,くもり,166496
2020-09-30,くもり,158936
2020-10-01,くもり,177041
2020-10-02,くもり,193735
2020-10-03,くもり,195467
2020-10-04,雨,152192
2020-10-05,くもり,161247
2020-10-06,くもり,147403
2020-10-07,晴れ,170234
2020-10-08,晴れ,180222
2020-10-09,晴れ,214975
2020-10-10,くもり,180006
2020-10-11,くもり,178223
2020-10-12,雨,143959
2020-10-13,雨,139536
2020-10-14,晴れ,169494
2020-10-15,くもり,158091
2020-10-16,晴れ,206362
2020-10-17,くもり,189585
2020-10-18,晴れ,202893
2020-10-19,晴れ,181831
2020-10-20,晴れ,176479
2020-10-21,晴れ,180367
2020-10-22,晴れ,177443
2020-10-23,晴れ,207414
2020-10-24,晴れ,209390
2020-10-25,晴れ,204495
2020-10-26,晴れ,180044
2020-10-27,晴れ,177297
2020-10-28,雨,126643
2020-10-29,晴れ,194239
2020-10-30,晴れ,213451
2020-10-31,晴れ,200767
2020-11-01,くもり,167220
2020-11-02,晴れ,166171
2020-11-03,晴れ,161778
2020-11-04,くもり,146990
2020-11-05,晴れ,177647
2020-11-06,晴れ,190487
2020-11-07,晴れ,200426
2020-11-08,晴れ,192415
2020-11-09,晴れ,174980
2020-11-10,雨,124327
2020-11-11,雨,126164
2020-11-12,晴れ,174204
2020-11-13,晴れ,191290
2020-11-14,晴れ,204569
2020-11-15,晴れ,199832
2020-11-16,くもり,163917
2020-11-17,くもり,149698
2020-11-18,雨,123418
2020-11-19,雨,134296
2020-11-20,くもり,159947
2020-11-21,くもり,166496
2020-11-22,くもり,173877
2020-11-23,雨,132242
2020-11-24,晴れ,162195
2020-11-25,くもり,144613
2020-11-26,雨,126184
2020-11-27,雨,147529
2020-11-28,くもり,187130
2020-11-29,雨,154718
2020-11-30,くもり,163005
2020-12-01,くもり,153650
2020-12-02,晴れ,171322
2020-12-03,くもり,162221
2020-12-04,くもり,167577
2020-12-05,くもり,172765
2020-12-06,くもり,170921
2020-12-07,くもり,149318
2020-12-08,晴れ,163992
2020-12-09,くもり,148408
2020-12-10,くもり,169277
2020-12-11,くもり,174220
2020-12-12,くもり,175319
2020-12-13,くもり,170818
2020-12-14,くもり,165196
2020-12-15,雨,128311
2020-12-16,くもり,155234
2020-12-17,くもり,156440
2020-12-18,くもり,162592
2020-12-19,くもり,171079
2020-12-20,くもり,170897
2020-12-21,くもり,142518
2020-12-22,晴れ,170972
2020-12-23,晴れ,167816
2020-12-24,雨,131230
2020-12-25,くもり,168373
2020-12-26,くもり,191109
2020-12-27,晴れ,201249
2020-12-28,晴れ,170676
2020-12-29,晴れ,151602
2020-12-30,晴れ,162001
2020-12-31,雨,143849
2021-01-01,晴れ,193239
2021-01-02,くもり,178159
2021-01-03,くもり,180436
2021-01-04,くもり,152677
2021-01-05,晴れ,179153
2021-01-06,晴れ,173771
2021-01-07,くもり,158921
2021-01-08,くもり,168077
2021-01-09,晴れ,211564
2021-01-10,くもり,180255
2021-01-11,くもり,139862
2021-01-12,晴れ,177634
2021-01-13,晴れ,188607
2021-01-14,晴れ,181825
2021-01-15,雨,141759
2021-01-16,晴れ,214510
2021-01-17,晴れ,197943
2021-01-18,晴れ,185063
2021-01-19,くもり,141698
2021-01-20,くもり,146004
2021-01-21,くもり,165973
2021-01-22,くもり,176091
2021-01-23,晴れ,205790
2021-01-24,くもり,173725
2021-01-25,晴れ,183949
2021-01-26,くもり,147588
2021-01-27,晴れ,172940
2021-01-28,晴れ,187021
2021-01-29,晴れ,195552
2021-01-30,くもり,179314
2021-01-31,雨,150151
2021-02-01,雨,137663
2021-02-02,くもり,150744
2021-02-03,晴れ,176965
2021-02-04,晴れ,188512
2021-02-05,晴れ,212236
2021-02-06,晴れ,213773
2021-02-07,晴れ,197584
2021-02-08,くもり,149019
2021-02-09,雨,128729
2021-02-10,晴れ,166844
2021-02-11,晴れ,193330
2021-02-12,くもり,167547
2021-02-13,くもり,175226
2021-02-14,晴れ,196038
2021-02-15,晴れ,168263
2021-02-16,くもり,139228
2021-02-17,くもり,151266
2021-02-18,雨,132828
2021-02-19,くもり,177778
2021-02-20,くもり,188951
2021-02-21,雨,155736
2021-02-22,くもり,151282
2021-02-23,くもり,149783
2021-02-24,雨,131552
2021-02-25,晴れ,171876
2021-02-26,くもり,174269
2021-02-27,晴れ,207093
2021-02-28,晴れ,193074
2021-03-01,くもり,171487
2021-03-02,くもり,165459
2021-03-03,くもり,164292
2021-03-04,くもり,161213
2021-03-05,くもり,173032
2021-03-06,くもり,193620
2021-03-07,くもり,192196
2021-03-08,雨,139308
2021-03-09,くもり,160814
2021-03-10,晴れ,183426
2021-03-11,雨,140686
2021-03-12,くもり,187004
2021-03-13,晴れ,223405
2021-03-14,晴れ,202549
2021-03-15,晴れ,188084
2021-03-16,晴れ,178222
2021-03-17,晴れ,195329
2021-03-18,雨,147016
2021-03-19,雨,153955
2021-03-20,くもり,185349
2021-03-21,晴れ,227909
2021-03-22,晴れ,190098
2021-03-23,晴れ,199549
2021-03-24,晴れ,181627
2021-03-25,晴れ,167589
2021-03-26,晴れ,188813
2021-03-27,晴れ,222019
2021-03-28,晴れ,199263
2021-03-29,晴れ,191833
2021-03-30,くもり,157891
2021-03-31,くもり,160544
2021-04-01,晴れ,202230
2021-04-02,くもり,168063
2021-04-03,晴れ,236513
2021-04-04,晴れ,204547
2021-04-05,晴れ,192019
2021-04-06,晴れ,189203
2021-04-07,晴れ,188098
2021-04-08,くもり,171367
2021-04-09,晴れ,215114
2021-04-10,くもり,195526
2021-04-11,晴れ,220676
2021-04-12,晴れ,206913
2021-04-13,くもり,152282
2021-04-14,くもり,157070
2021-04-15,雨,150078
2021-04-16,雨,153027
2021-04-17,くもり,198877
2021-04-18,晴れ,203702
2021-04-19,晴れ,194792
2021-04-20,晴れ,190423
2021-04-21,くもり,171696
2021-04-22,晴れ,190599
2021-04-23,晴れ,209264
2021-04-24,晴れ,233602
2021-04-25,晴れ,216257
2021-04-26,くもり,160122
2021-04-27,晴れ,179685
2021-04-28,くもり,164231
2021-04-29,雨,139321
2021-04-30,くもり,166780
2021-05-01,くもり,208587
2021-05-02,くもり,196652
2021-05-03,くもり,169789
2021-05-04,くもり,173558
2021-05-05,雨,144694
2021-05-06,くもり,183853
2021-05-07,雨,169358
2021-05-08,晴れ,221334
2021-05-09,晴れ,229413
2021-05-10,晴れ,199626
2021-05-11,雨,141344
2021-05-12,雨,146020
2021-05-13,くもり,167856
2021-05-14,くもり,195798
2021-05-15,雨,181171
2021-05-16,くもり,182325
2021-05-17,くもり,172247
2021-05-18,雨,131707
2021-05-19,晴れ,181603
2021-05-20,雨,144221
2021-05-21,くもり,199194
2021-05-22,雨,174947
2021-05-23,雨,161459
2021-05-24,雨,150176
2021-05-25,雨,141853
2021-05-26,くもり,169076
2021-05-27,雨,150616
2021-05-28,くもり,189358
2021-05-29,晴れ,230262
2021-05-30,晴れ,223350
2021-05-31,晴れ,204343
2021-06-01,晴れ,185941
2021-06-02,くもり,168421
2021-06-03,くもり,178791
2021-06-04,くもり,193161
2021-06-05,くもり,198711
2021-06-06,晴れ,228013
2021-06-07,くもり,176867
2021-06-08,くもり,165669
2021-06-09,くもり,172055
2021-06-10,くもり,180743
2021-06-11,くもり,210621
2021-06-12,くもり,195115
2021-06-13,晴れ,212860
2021-06-14,晴れ,202672
2021-06-15,晴れ,210525
2021-06-16,雨,135009
2021-06-17,雨,150752
2021-06-18,くもり,190354
2021-06-19,雨,178644
2021-06-20,くもり,188827
2021-06-21,くもり,175459
2021-06-22,くもり,161113
2021-06-23,雨,149169
2021-06-24,晴れ,195322
2021-06-25,くもり,194850
2021-06-26,晴れ,228202
2021-06-27,晴れ,211443
2021-06-28,晴れ,206423
2021-06-29,晴れ,186338
2021-06-30,晴れ,169466
2021-07-01,くもり,197171
2021-07-02,晴れ,236182
2021-07-03,晴れ,251586
2021-07-04,くもり,216359
2021-07-05,雨,167119
2021-07-06,くもり,165773
2021-07-07,くもり,178167
2021-07-08,くもり,176786
2021-07-09,くもり,195159
2021-07-10,くもり,209642
2021-07-11,くもり,206955
2021-07-12,晴れ,214118
2021-07-13,雨,148348
2021-07-14,晴れ,208824
2021-07-15,晴れ,202883
2021-07-16,晴れ,245229
2021-07-17,晴れ,247404
2021-07-18,晴れ,242680
2021-07-19,晴れ,227844
2021-07-20,晴れ,204991
2021-07-21,晴れ,195252
2021-07-22,晴れ,203938
2021-07-23,雨,163969
2021-07-24,晴れ,233829
2021-07-25,晴れ,245422
2021-07-26,晴れ,203733
2021-07-27,晴れ,223037
2021-07-28,晴れ,203650
2021-07-29,晴れ,215740
2021-07-30,晴れ,240913
2021-07-31,雨,188107
2021-08-01,くもり,210401
2021-08-02,雨,160857
2021-08-03,晴れ,193733
2021-08-04,晴れ,190195
2021-08-05,晴れ,211504
2021-08-06,晴れ,224598
2021-08-07,晴れ,247658
2021-08-08,晴れ,228841
2021-08-09,晴れ,207943
2021-08-10,晴れ,218633
2021-08-11,雨,152424
2021-08-12,くもり,177174
2021-08-13,くもり,213151
2021-08-14,晴れ,257562
2021-08-15,晴れ,233830
2021-08-16,雨,156609
2021-08-17,くもり,175859
2021-08-18,晴れ,208569
2021-08-19,くもり,176151
2021-08-20,晴れ,231332
2021-08-21,晴れ,244896
2021-08-22,晴れ,224788
2021-08-23,晴れ,209694
2021-08-24,晴れ,191972
2021-08-25,晴れ,205721
2021-08-26,くもり,172270
2021-08-27,晴れ,235142
2021-08-28,晴れ,248423
2021-08-29,晴れ,250314
2021-08-30,晴れ,213571
2021-08-31,晴れ,213454
2021-09-01,晴れ,185241
2021-09-02,くもり,171451
2021-09-03,雨,145224
2021-09-04,くもり,186499
2021-09-05,くもり,194986
2021-09-06,くもり,161989
2021-09-07,雨,141828
2021-09-08,雨,125238
2021-09-09,雨,153411
2021-09-10,くもり,176069
2021-09-11,雨,165833
2021-09-12,晴れ,216124
2021-09-13,晴れ,193235
2021-09-14,くもり,165536
2021-09-15,くもり,163642
2021-09-16,くもり,176394
2021-09-17,雨,159554
2021-09-18,くもり,187490
2021-09-19,くもり,178949
2021-09-20,くもり,182428
2021-09-21,雨,140313
2021-09-22,くもり,158432
2021-09-23,くもり,161788
2021-09-24,雨,167345
2021-09-25,雨,173924
2021-09-26,晴れ,214684
2021-09-27,晴れ,195531
2021-09-28,晴れ,199691
2021-09-29,くもり,168279
2021-09-30,くもり,168075
2021-10-01,晴れ,205611
2021-10-02,晴れ,218120
2021-10-03,晴れ,211788
2021-10-04,くもり,155256
2021-10-05,くもり,162327
2021-10-06,くもり,150603
2021-10-07,くもり,160203
2021-10-08,くもり,186608
2021-10-09,晴れ,238528
2021-10-10,晴れ,221148
2021-10-11,晴れ,197217
2021-10-12,晴れ,189850
2021-10-13,晴れ,185582
2021-10-14,晴れ,196839
2021-10-15,晴れ,194827
2021-10-16,晴れ,225098
2021-10-17,くもり,185021
2021-10-18,雨,144049
2021-10-19,雨,143278
2021-10-20,くもり,163509
2021-10-21,雨,155036
2021-10-22,雨,160488
2021-10-23,くもり,197898
2021-10-24,雨,150716
2021-10-25,晴れ,179101
2021-10-26,晴れ,176063
2021-10-27,晴れ,189697
2021-10-28,晴れ,201675
2021-10-29,晴れ,213826
2021-10-30,晴れ,221467
2021-10-31,雨,152436
2021-11-01,雨,147088
2021-11-02,雨,133123
2021-11-03,晴れ,161118
2021-11-04,晴れ,189579
2021-11-05,くもり,174213
2021-11-06,くもり,179781
2021-11-07,くもり,174277
2021-11-08,くもり,163107
2021-11-09,晴れ,184609
2021-11-10,晴れ,171424
2021-11-11,雨,150164
2021-11-12,くもり,175562
2021-11-13,雨,158069
2021-11-14,雨,147094
2021-11-15,くもり,170695
2021-11-16,雨,127888
2021-11-17,晴れ,171991
2021-11-18,晴れ,176479
2021-11-19,晴れ,212115
2021-11-20,晴れ,211138
2021-11-21,晴れ,185655
2021-11-22,晴れ,179516
2021-11-23,晴れ,167779
2021-11-24,晴れ,168748
2021-11-25,くもり,153758
2021-11-26,晴れ,202280
2021-11-27,くもり,185295
2021-11-28,くもり,181876
2021-11-29,くもり,171358
2021-11-30,晴れ,176124
2021-12-01,晴れ,169186
2021-12-02,晴れ,178896
2021-12-03,くもり,175694
2021-12-04,雨,162992
2021-12-05,雨,152139
2021-12-06,晴れ,176579
2021-12-07,くもり,153272
2021-12-08,くもり,152931
2021-12-09,雨,130949
2021-12-10,晴れ,201589
2021-12-11,晴れ,193633
2021-12-12,くもり,174339
2021-12-13,雨,147601
2021-12-14,雨,139060
2021-12-15,くもり,155103
2021-12-16,くもり,158628
2021-12-17,くもり,175732
2021-12-18,晴れ,210783
2021-12-19,雨,153070
2021-12-20,晴れ,173772
2021-12-21,晴れ,179035
2021-12-22,晴れ,181980
2021-12-23,晴れ,174733
2021-12-24,晴れ,204730
2021-12-25,晴れ,212947
2021-12-26,晴れ,208320
2021-12-27,くもり,163868
2021-12-28,晴れ,179651
2021-12-29,晴れ,170516
2021-12-30,晴れ,174565
2021-12-31,晴れ,197005
2022-01-01,くもり,186716
2022-01-02,くもり,178257
2022-01-03,くもり,162674
2022-01-04,くもり,151041
2022-01-05,くもり,155551
2022-01-06,くもり,165612
2022-01-07,晴れ,207446
2022-01-08,晴れ,220510
2022-01-09,晴れ,188428
2022-01-10,晴れ,199972
2022-01-11,晴れ,171268
2022-01-12,晴れ,193709
2022-01-13,晴れ,188477
2022-01-14,雨,154249
2022-01-15,晴れ,207634
2022-01-16,晴れ,197466
2022-01-17,くもり,169116
2022-01-18,くもり,160717
2022-01-19,くもり,151590
2022-01-20,くもり,161777
2022-01-21,くもり,164427
2022-01-22,くもり,192000
2022-01-23,晴れ,217746
2022-01-24,晴れ,175569
2022-01-25,晴れ,178915
2022-01-26,晴れ,161817
2022-01-27,晴れ,188278
2022-01-28,晴れ,213578
2022-01-29,雨,164608
2022-01-30,雨,155214
2022-01-31,くもり,160314
2022-02-01,晴れ,175152
2022-02-02,晴れ,185026
2022-02-03,晴れ,187203
2022-02-04,晴れ,219245
2022-02-05,くもり,167836
2022-02-06,くもり,185350
2022-02-07,くもり,163427
2022-02-08,くもり,142775
2022-02-09,雨,132243
2022-02-10,くもり,162219
2022-02-11,くもり,175036
2022-02-12,晴れ,221531
2022-02-13,くもり,175659
2022-02-14,くもり,161618
2022-02-15,くもり,167470
2022-02-16,くもり,155585
2022-02-17,晴れ,186932
2022-02-18,晴れ,221199
2022-02-19,晴れ,219555
2022-02-20,くもり,184861
2022-02-21,雨,140100
2022-02-22,晴れ,172847
2022-02-23,晴れ,167447
2022-02-24,くもり,173388
2022-02-25,くもり,191742
2022-02-26,晴れ,212738
2022-02-27,晴れ,213019
2022-02-28,晴れ,182714
2022-03-01,晴れ,187707
2022-03-02,くもり,149202
2022-03-03,くもり,167018
2022-03-04,くもり,175022
2022-03-05,雨,161525
2022-03-06,晴れ,230185
2022-03-07,晴れ,189109
2022-03-08,晴れ,185372
2022-03-09,晴れ,188119
2022-03-10,くもり,182355
2022-03-11,くもり,183298
2022-03-12,晴れ,218243
2022-03-13,晴れ,216091
2022-03-14,晴れ,194411
2022-03-15,晴れ,194388
2022-03-16,晴れ,176995
2022-03-17,晴れ,188701
2022-03-18,晴れ,203474
2022-03-19,晴れ,232743
2022-03-20,晴れ,222617
2022-03-21,くもり,184387
2022-03-22,晴れ,179786
2022-03-23,晴れ,180394
2022-03-24,くもり,165358
2022-03-25,雨,164959
2022-03-26,くもり,188252
2022-03-27,晴れ,194738
2022-03-28,晴れ,200275
2022-03-29,晴れ,190405
2022-03-30,晴れ,174963
2022-03-31,雨,148539
2022-04-01,くもり,185766
2022-04-02,晴れ,214033
2022-04-03,くもり,196720
2022-04-04,くもり,173182
2022-04-05,雨,146173
2022-04-06,雨,146673
2022-04-07,晴れ,210180
2022-04-08,晴れ,215369
2022-04-09,晴れ,236959
2022-04-10,晴れ,228181
2022-04-11,晴れ,204459
2022-04-12,くもり,159848
2022-04-13,雨,131998
2022-04-14,くもり,172123
2022-04-15,晴れ,220983
2022-04-16,くもり,201587
2022-04-17,晴れ,228722
2022-04-18,晴れ,213569
2022-04-19,晴れ,186654
2022-04-20,晴れ,197382
2022-04-21,くもり,171056
2022-04-22,くもり,189814
2022-04-23,くもり,212185
2022-04-24,くもり,198412
2022-04-25,くもり,176200
2022-04-26,晴れ,177409
2022-04-27,晴れ,193582
2022-04-28,くもり,168382
2022-04-29,晴れ,221821
2022-04-30,晴れ,216768
2022-05-01,晴れ,232341
2022-05-02,晴れ,218521
2022-05-03,晴れ,185932
2022-05-04,くもり,169360
2022-05-05,晴れ,210121
2022-05-06,晴れ,225711
2022-05-07,晴れ,233389
2022-05-08,くもり,196818
2022-05-09,晴れ,197128
2022-05-10,晴れ,202288
2022-05-11,晴れ,199182
2022-05-12,くもり,192945
2022-05-13,雨,176233
2022-05-14,晴れ,232814
2022-05-15,晴れ,214597
2022-05-16,晴れ,203549
2022-05-17,晴れ,174725
2022-05-18,晴れ,195007
2022-05-19,晴れ,206110
2022-05-20,晴れ,224489
2022-05-21,晴れ,232813
2022-05-22,晴れ,222730
2022-05-23,晴れ,212625
2022-05-24,くもり,181027
2022-05-25,雨,142074
2022-05-26,くもり,177478
2022-05-27,くもり,197297
2022-05-28,雨,182507
2022-05-29,くもり,195929
2022-05-30,くもり,170962
2022-05-31,くもり,165055
2022-06-01,晴れ,188277
2022-06-02,晴れ,202827
2022-06-03,くもり,194986
2022-06-04,晴れ,249233
2022-06-05,晴れ,230477
2022-06-06,晴れ,204252
2022-06-07,晴れ,210780
2022-06-08,晴れ,199033
2022-06-09,晴れ,197584
2022-06-10,雨,164451
2022-06-11,雨,181423
2022-06-12,くもり,193021
2022-06-13,くもり,188253
2022-06-14,晴れ,195302
2022-06-15,くもり,169278
2022-06-16,くもり,169174
2022-06-17,晴れ,235277
2022-06-18,くもり,215877
2022-06-19,晴れ,220110
2022-06-20,くもり,180586
2022-06-21,雨,146928
2022-06-22,くもり,179345
2022-06-23,くもり,187546
2022-06-24,雨,166584
2022-06-25,雨,179310
2022-06-26,晴れ,224299
2022-06-27,晴れ,186860
2022-06-28,雨,150283
2022-06-29,くもり,180339
2022-06-30,くもり,179461
2022-07-01,くもり,210080
2022-07-02,くもり,207934
2022-07-03,晴れ,236818
2022-07-04,くもり,176088
2022-07-05,くもり,182805
2022-07-06,くもり,162887
2022-07-07,くもり,185933
2022-07-08,晴れ,240871
2022-07-09,晴れ,256143
2022-07-10,晴れ,238589
2022-07-11,くもり,191588
2022-07-12,晴れ,190393
2022-07-13,くもり,176285
2022-07-14,雨,167383
2022-07-15,晴れ,231215
2022-07-16,晴れ,249889
2022-07-17,晴れ,254602
2022-07-18,晴れ,217755
2022-07-19,晴れ,199884
2022-07-20,晴れ,202041
2022-07-21,晴れ,218385
2022-07-22,晴れ,246618
2022-07-23,晴れ,248488
2022-07-24,晴れ,254053
2022-07-25,晴れ,217940
2022-07-26,晴れ,215330
2022-07-27,くもり,184867
2022-07-28,晴れ,230039
2022-07-29,晴れ,240366
2022-07-30,晴れ,245148
2022-07-31,くもり,205830
2022-08-01,くもり,179541
2022-08-02,雨,150474
2022-08-03,雨,151814
2022-08-04,晴れ,210028
2022-08-05,晴れ,230908
2022-08-06,晴れ,259642
2022-08-07,晴れ,253744
2022-08-08,晴れ,217073
2022-08-09,晴れ,197972
2022-08-10,晴れ,200429
2022-08-11,晴れ,223175
2022-08-12,雨,178289
2022-08-13,雨,177431
2022-08-14,晴れ,230887
2022-08-15,晴れ,229482
2022-08-16,晴れ,212553
2022-08-17,晴れ,217437
2022-08-18,晴れ,219917
2022-08-19,晴れ,241745
2022-08-20,くもり,216201
2022-08-21,くもり,200691
2022-08-22,雨,167511
2022-08-23,晴れ,198515
2022-08-24,晴れ,203040
2022-08-25,晴れ,199123
2022-08-26,晴れ,239824
2022-08-27,晴れ,244436
2022-08-28,晴れ,248406
2022-08-29,晴れ,228710
2022-08-30,晴れ,209954
2022-08-31,晴れ,216012
2022-09-01,晴れ,191747
2022-09-02,晴れ,222224
2022-09-03,晴れ,229031
2022-09-04,雨,161289
2022-09-05,くもり,167204
2022-09-06,くもり,159711
2022-09-07,晴れ,185191
2022-09-08,晴れ,207154
2022-09-09,くもり,187170
2022-09-10,くもり,199868
2022-09-11,くもり,191630
2022-09-12,雨,153384
2022-09-13,くもり,167149
2022-09-14,くもり,164600
2022-09-15,雨,146763
2022-09-16,くもり,201717
2022-09-17,晴れ,227970
2022-09-18,くもり,187983
2022-09-19,晴れ,189028
2022-09-20,雨,137167
2022-09-21,くもり,162752
2022-09-22,晴れ,186376
2022-09-23,晴れ,213678
2022-09-24,雨,163053
2022-09-25,くもり,195246
2022-09-26,晴れ,204360
2022-09-27,晴れ,192592
2022-09-28,晴れ,179935
2022-09-29,くもり,162233
2022-09-30,くもり,191665
2022-10-01,くもり,209206
2022-10-02,晴れ,217299
2022-10-03,晴れ,201121
2022-10-04,晴れ,174910
2022-10-05,晴れ,167638
2022-10-06,晴れ,199193
2022-10-07,晴れ,217984
2022-10-08,くもり,189405
2022-10-09,くもり,195164
2022-10-10,くもり,167719
2022-10-11,くもり,162019
2022-10-12,雨,143651
2022-10-13,晴れ,192216
2022-10-14,くもり,185969
2022-10-15,くもり,195564
2022-10-16,晴れ,219289
2022-10-17,くもり,179035
2022-10-18,くもり,162198
2022-10-19,雨,130894
2022-10-20,晴れ,196397
2022-10-21,晴れ,203532
2022-10-22,晴れ,243747
2022-10-23,くもり,195148
2022-10-24,くもり,164061
2022-10-25,くもり,157776
2022-10-26,雨,145238
2022-10-27,晴れ,201941
2022-10-28,くもり,194800
2022-10-29,くもり,193182
2022-10-30,晴れ,209943
2022-10-31,晴れ,198057
2022-11-01,雨,134625
2022-11-02,くもり,152323
2022-11-03,雨,148049
2022-11-04,晴れ,209955
2022-11-05,晴れ,208391
2022-11-06,晴れ,218970
2022-11-07,くもり,171006
2022-11-08,晴れ,164929
2022-11-09,雨,136075
2022-11-10,くもり,171622
2022-11-11,くもり,180599
2022-11-12,くもり,181356
2022-11-13,雨,143717
2022-11-14,くもり,165219
2022-11-15,晴れ,175895
2022-11-16,晴れ,177322
2022-11-17,くもり,166120
2022-11-18,晴れ,213631
2022-11-19,晴れ,205065
2022-11-20,晴れ,198192
2022-11-21,晴れ,182927
2022-11-22,晴れ,180146
2022-11-23,くもり,156877
2022-11-24,晴れ,197660
2022-11-25,晴れ,204699
2022-11-26,晴れ,202256
2022-11-27,晴れ,212328
2022-11-28,くもり,172151
2022-11-29,雨,132552
2022-11-30,晴れ,176622
2022-12-01,くもり,158201
2022-12-02,くもり,176562
2022-12-03,くもり,186291
2022-12-04,くもり,199410
2022-12-05,晴れ,187074
2022-12-06,晴れ,172682
2022-12-07,くもり,157023
2022-12-08,くもり,166260
2022-12-09,雨,153959
2022-12-10,晴れ,206594
2022-12-11,晴れ,213181
2022-12-12,晴れ,194893
2022-12-13,くもり,152028
2022-12-14,くもり,152263
2022-12-15,くもり,156062
2022-12-16,雨,156014
2022-12-17,くもり,192095
2022-12-18,くもり,186989
2022-12-19,晴れ,201725
2022-12-20,晴れ,186062
2022-12-21,晴れ,179525
2022-12-22,晴れ,176824
2022-12-23,晴れ,210480
2022-12-24,晴れ,211906
2022-12-25,雨,155129
2022-12-26,くもり,169462
2022-12-27,くもり,160898
2022-12-28,晴れ,182227
2022-12-29,晴れ,186172
2022-12-30,晴れ,206692
2022-12-31,くもり,178677
2023-01-01,くもり,188164
2023-01-02,晴れ,206605
2023-01-03,晴れ,186287
